scenario_id	condition_id	metric_id	metric_value
high_variance	condition_2	metric_1	0.0
high_variance	condition_2	metric_2	0.180914512922465
high_variance	condition_2	metric_3	0.18
high_variance	condition_2	metric_4	0.0
high_variance	condition_2	metric_5	0.22040072859745
high_variance	condition_2	metric_6	0.0
high_variance	condition_2	metric_7	0.069620253164557
high_variance	condition_2	metric_8	0.321976149914821
high_variance	condition_2	metric_9	0.28
high_variance	condition_2	metric_10	0.0142517814726841
high_variance	condition_2	metric_11	0.139846743295019
high_variance	condition_2	metric_12	0.0
high_variance	condition_2	metric_13	0.210626185958254
high_variance	condition_2	metric_14	0.0
high_variance	condition_2	metric_15	0.0711111111111111
high_variance	condition_2	metric_16	0.0506607929515418
high_variance	condition_2	metric_17	0.0
high_variance	condition_2	metric_18	0.0025706940874036
high_variance	condition_2	metric_19	0.152749490835031
high_variance	condition_2	metric_20	0.362244897959184
high_variance	condition_2	metric_21	0.0
high_variance	condition_2	metric_22	0.0
high_variance	condition_2	metric_23	0.271450858034321
high_variance	condition_2	metric_24	0.0
high_variance	condition_2	metric_25	0.0
high_variance	condition_2	metric_26	0.0
high_variance	condition_2	metric_27	0.0
high_variance	condition_2	metric_28	0.0
high_variance	condition_2	metric_29	0.14519056261343
high_variance	condition_2	metric_30	0.127049180327869
high_variance	condition_2	metric_31	0.0
high_variance	condition_2	metric_32	0.127705627705628
high_variance	condition_2	metric_33	0.00212765957446809
high_variance	condition_2	metric_34	0.0
high_variance	condition_2	metric_35	0.010989010989011
high_variance	condition_2	metric_36	0.00258397932816537
high_variance	condition_2	metric_37	0.0443548387096774
high_variance	condition_2	metric_38	0.0
high_variance	condition_2	metric_39	0.0
high_variance	condition_2	metric_40	0.0
high_variance	condition_2	metric_41	0.0
high_variance	condition_2	metric_42	0.00323624595469256
high_variance	condition_2	metric_43	0.0
high_variance	condition_2	metric_44	0.0669745958429561
high_variance	condition_2	metric_45	0.0
high_variance	condition_2	metric_46	0.00485436893203883
high_variance	condition_2	metric_47	0.00235294117647059
high_variance	condition_2	metric_48	0.16039603960396
high_variance	condition_2	metric_49	0.00266666666666667
high_variance	condition_2	metric_50	0.0
high_variance	condition_2	metric_51	0.00442477876106195
high_variance	condition_2	metric_52	0.0
high_variance	condition_2	metric_53	0.0
high_variance	condition_2	metric_54	0.00324675324675325
high_variance	condition_2	metric_55	0.0
high_variance	condition_2	metric_56	0.0949074074074074
high_variance	condition_2	metric_57	0.0
high_variance	condition_2	metric_58	0.00518134715025907
high_variance	condition_2	metric_59	0.142045454545455
high_variance	condition_2	metric_60	0.0
high_variance	condition_2	metric_61	0.0597402597402597
high_variance	condition_2	metric_62	0.0
high_variance	condition_2	metric_63	0.0
high_variance	condition_2	metric_64	0.0
high_variance	condition_2	metric_65	0.0
high_variance	condition_2	metric_66	0.180698151950719
high_variance	condition_2	metric_67	0.275229357798165
high_variance	condition_2	metric_68	0.0
high_variance	condition_2	metric_69	0.00638977635782748
high_variance	condition_2	metric_70	0.0797413793103448
high_variance	condition_2	metric_71	0.0
high_variance	condition_2	metric_72	0.0
high_variance	condition_2	metric_73	0.00199203187250996
high_variance	condition_2	metric_74	0.0
high_variance	condition_2	metric_75	0.0
high_variance	condition_2	metric_76	0.0
high_variance	condition_2	metric_77	0.0
high_variance	condition_2	metric_78	0.0
high_variance	condition_2	metric_79	0.0
high_variance	condition_2	metric_80	0.00497512437810945
high_variance	condition_2	metric_81	0.0
high_variance	condition_2	metric_82	0.128755364806867
high_variance	condition_2	metric_83	0.411764705882353
high_variance	condition_2	metric_84	0.0
high_variance	condition_2	metric_85	0.0
high_variance	condition_2	metric_86	0.00275482093663912
high_variance	condition_2	metric_87	0.0
high_variance	condition_2	metric_88	0.0
high_variance	condition_2	metric_89	0.0
high_variance	condition_2	metric_90	0.00266666666666667
high_variance	condition_2	metric_91	0.0
high_variance	condition_2	metric_92	0.0
high_variance	condition_2	metric_93	0.0
high_variance	condition_2	metric_94	0.0112994350282486
high_variance	condition_2	metric_95	0.00641025641025641
high_variance	condition_2	metric_96	0.00418410041841004
high_variance	condition_2	metric_97	0.0
high_variance	condition_2	metric_98	0.0
high_variance	condition_2	metric_99	0.135555555555556
high_variance	condition_2	metric_100	0.208092485549133
high_variance	condition_2	metric_101	0.315904139433551
high_variance	condition_2	metric_102	0.0
high_variance	condition_2	metric_103	0.0
high_variance	condition_2	metric_104	0.0
high_variance	condition_2	metric_105	0.0
high_variance	condition_2	metric_106	0.0173076923076923
high_variance	condition_2	metric_107	0.0
high_variance	condition_2	metric_108	0.31021897810219
high_variance	condition_2	metric_109	0.0
high_variance	condition_2	metric_110	0.0
high_variance	condition_2	metric_111	0.0
high_variance	condition_2	metric_112	0.0021551724137931
high_variance	condition_2	metric_113	0.286681715575621
high_variance	condition_2	metric_114	0.0
high_variance	condition_2	metric_115	0.0
high_variance	condition_2	metric_116	0.332089552238806
high_variance	condition_2	metric_117	0.396963123644252
high_variance	condition_2	metric_118	0.211656441717791
high_variance	condition_2	metric_119	0.00409836065573771
high_variance	condition_2	metric_120	0.315693430656934
high_variance	condition_2	metric_121	0.0
high_variance	condition_2	metric_122	0.0
high_variance	condition_2	metric_123	0.0
high_variance	condition_2	metric_124	0.281739130434783
high_variance	condition_2	metric_125	0.103969754253308
high_variance	condition_2	metric_126	0.0
high_variance	condition_2	metric_127	0.0
high_variance	condition_2	metric_128	0.0412757973733583
high_variance	condition_2	metric_129	0.0
high_variance	condition_2	metric_130	0.00202020202020202
high_variance	condition_2	metric_131	0.0
high_variance	condition_2	metric_132	0.0
high_variance	condition_2	metric_133	0.0
high_variance	condition_2	metric_134	0.20891364902507
high_variance	condition_2	metric_135	0.0431965442764579
high_variance	condition_2	metric_136	0.0
high_variance	condition_2	metric_137	0.0
high_variance	condition_2	metric_138	0.3345521023766
high_variance	condition_2	metric_139	0.0
high_variance	condition_2	metric_140	0.0695970695970696
high_variance	condition_2	metric_141	0.0
high_variance	condition_2	metric_142	0.244868035190616
high_variance	condition_2	metric_143	0.0
high_variance	condition_2	metric_144	0.0
high_variance	condition_2	metric_145	0.0
high_variance	condition_2	metric_146	0.296416938110749
high_variance	condition_2	metric_147	0.261654135338346
high_variance	condition_2	metric_148	0.0
high_variance	condition_2	metric_149	0.00226244343891403
high_variance	condition_2	metric_150	0.0
high_variance	condition_2	metric_151	0.0
high_variance	condition_2	metric_152	0.0
high_variance	condition_2	metric_153	0.286476868327402
high_variance	condition_2	metric_154	0.0
high_variance	condition_2	metric_155	0.00518134715025907
high_variance	condition_2	metric_156	0.0389105058365759
high_variance	condition_2	metric_157	0.00435729847494553
high_variance	condition_2	metric_158	0.132427843803056
high_variance	condition_2	metric_159	0.0
high_variance	condition_2	metric_160	0.409090909090909
high_variance	condition_2	metric_161	0.355018587360595
high_variance	condition_2	metric_162	0.101851851851852
high_variance	condition_2	metric_163	0.0
high_variance	condition_2	metric_164	0.0536082474226804
high_variance	condition_2	metric_165	0.0
high_variance	condition_2	metric_166	0.345814977973568
high_variance	condition_2	metric_167	0.0
high_variance	condition_2	metric_168	0.267045454545455
high_variance	condition_2	metric_169	0.340425531914894
high_variance	condition_2	metric_170	0.00465116279069767
high_variance	condition_2	metric_171	0.0
high_variance	condition_2	metric_172	0.336823734729494
high_variance	condition_2	metric_173	0.00425531914893617
high_variance	condition_2	metric_174	0.275735294117647
high_variance	condition_2	metric_175	0.00434782608695652
high_variance	condition_2	metric_176	0.123134328358209
high_variance	condition_2	metric_177	0.0193321616871705
high_variance	condition_2	metric_178	0.169459962756052
high_variance	condition_2	metric_179	0.0
high_variance	condition_2	metric_180	0.00284090909090909
high_variance	condition_2	metric_181	0.024822695035461
high_variance	condition_2	metric_182	0.0021505376344086
high_variance	condition_2	metric_183	0.149446494464945
high_variance	condition_2	metric_184	0.0040650406504065
high_variance	condition_2	metric_185	0.371428571428571
high_variance	condition_2	metric_186	0.0
high_variance	condition_2	metric_187	0.0
high_variance	condition_2	metric_188	0.0
high_variance	condition_2	metric_189	0.0
high_variance	condition_2	metric_190	0.0
high_variance	condition_2	metric_191	0.00289017341040462
high_variance	condition_2	metric_192	0.298676748582231
high_variance	condition_2	metric_193	0.0
high_variance	condition_2	metric_194	0.0923379174852652
high_variance	condition_2	metric_195	0.0625
high_variance	condition_2	metric_196	0.0
high_variance	condition_2	metric_197	0.0
high_variance	condition_2	metric_198	0.00227272727272727
high_variance	condition_2	metric_199	0.0
high_variance	condition_2	metric_200	0.0
high_variance	condition_2	metric_201	0.0
high_variance	condition_2	metric_202	0.148409893992933
high_variance	condition_2	metric_203	0.289355322338831
high_variance	condition_2	metric_204	0.0
high_variance	condition_2	metric_205	0.22360248447205
high_variance	condition_2	metric_206	0.0
high_variance	condition_2	metric_207	0.138433515482696
high_variance	condition_2	metric_208	0.287284144427002
high_variance	condition_2	metric_209	0.262479871175523
high_variance	condition_2	metric_210	0.0
high_variance	condition_2	metric_211	0.191275167785235
high_variance	condition_2	metric_212	0.00221729490022173
high_variance	condition_2	metric_213	0.434227330779055
high_variance	condition_2	metric_214	0.0607843137254902
high_variance	condition_2	metric_215	0.108818011257036
high_variance	condition_2	metric_216	0.00203252032520325
high_variance	condition_2	metric_217	0.0
high_variance	condition_2	metric_218	0.0972515856236787
high_variance	condition_2	metric_219	0.237261146496815
high_variance	condition_2	metric_220	0.380108991825613
high_variance	condition_2	metric_221	0.0
high_variance	condition_2	metric_222	0.0
high_variance	condition_2	metric_223	0.432325886990802
high_variance	condition_2	metric_224	0.107660455486542
high_variance	condition_2	metric_225	0.210977701543739
high_variance	condition_2	metric_226	0.123203285420945
high_variance	condition_2	metric_227	0.0
high_variance	condition_2	metric_228	0.202185792349727
high_variance	condition_2	metric_229	0.257318952234206
high_variance	condition_2	metric_230	0.0900383141762452
high_variance	condition_2	metric_231	0.0
high_variance	condition_2	metric_232	0.0090293453724605
high_variance	condition_2	metric_233	0.173758865248227
high_variance	condition_2	metric_234	0.0
high_variance	condition_2	metric_235	0.0
high_variance	condition_2	metric_236	0.0706401766004415
high_variance	condition_2	metric_237	0.250793650793651
high_variance	condition_2	metric_238	0.0056657223796034
high_variance	condition_2	metric_239	0.00420168067226891
high_variance	condition_2	metric_240	0.0
high_variance	condition_2	metric_241	0.0
high_variance	condition_2	metric_242	0.0
high_variance	condition_2	metric_243	0.0929752066115702
high_variance	condition_2	metric_244	0.121621621621622
high_variance	condition_2	metric_245	0.0
high_variance	condition_2	metric_246	0.00643776824034335
high_variance	condition_2	metric_247	0.0
high_variance	condition_2	metric_248	0.132727272727273
high_variance	condition_2	metric_249	0.0
high_variance	condition_2	metric_250	0.0
high_variance	condition_2	metric_251	0.0
high_variance	condition_2	metric_252	0.0
high_variance	condition_2	metric_253	0.0
high_variance	condition_2	metric_254	0.0
high_variance	condition_2	metric_255	0.00669642857142857
high_variance	condition_2	metric_256	0.00917431192660551
high_variance	condition_2	metric_257	0.0
high_variance	condition_2	metric_258	0.177165354330709
high_variance	condition_2	metric_259	0.289922480620155
high_variance	condition_2	metric_260	0.0
high_variance	condition_2	metric_261	0.0
high_variance	condition_2	metric_262	0.0
high_variance	condition_2	metric_263	0.0
high_variance	condition_2	metric_264	0.126159554730983
high_variance	condition_2	metric_265	0.0
high_variance	condition_2	metric_266	0.257142857142857
high_variance	condition_2	metric_267	0.451450189155107
high_variance	condition_2	metric_268	0.0
high_variance	condition_2	metric_269	0.0
high_variance	condition_2	metric_270	0.157894736842105
high_variance	condition_2	metric_271	0.0
high_variance	condition_2	metric_272	0.0
high_variance	condition_2	metric_273	0.247603833865815
high_variance	condition_2	metric_274	0.0
high_variance	condition_2	metric_275	0.0
high_variance	condition_2	metric_276	0.0877944325481799
high_variance	condition_2	metric_277	0.0
high_variance	condition_2	metric_278	0.0
high_variance	condition_2	metric_279	0.0
high_variance	condition_2	metric_280	0.0
high_variance	condition_2	metric_281	0.0
high_variance	condition_2	metric_282	0.0984251968503937
high_variance	condition_2	metric_283	0.464114832535885
high_variance	condition_2	metric_284	0.0
high_variance	condition_2	metric_285	0.0
high_variance	condition_2	metric_286	0.0
high_variance	condition_2	metric_287	0.00319488817891374
high_variance	condition_2	metric_288	0.0
high_variance	condition_2	metric_289	0.0
high_variance	condition_2	metric_290	0.0887445887445888
high_variance	condition_2	metric_291	0.0
high_variance	condition_2	metric_292	0.0917431192660551
high_variance	condition_2	metric_293	0.0
high_variance	condition_2	metric_294	0.00448430493273543
high_variance	condition_2	metric_295	0.0698529411764706
high_variance	condition_2	metric_296	0.234567901234568
high_variance	condition_2	metric_297	0.0
high_variance	condition_2	metric_298	0.0
high_variance	condition_2	metric_299	0.0
