input_axis_1_index	input_axis_2_index	signal_bin_index	output_channel_index	replicate_id	response_value
0	0	0	0	1	6017.60792851808
0	0	0	0	2	6510.755549620031
0	0	0	0	3	5714.685647411652
0	0	0	1	1	5740.718302998138
0	0	0	1	2	6249.778534743333
0	0	0	1	3	5395.365256499484
0	0	0	2	1	5463.118227590092
0	0	0	2	2	6237.735773398306
0	0	0	2	3	5097.49019745295
0	0	0	3	1	6022.723563685919
0	0	0	3	2	6226.368101340998
0	0	0	3	3	5099.94306281494
0	0	1	0	1	7749.383600434161
0	0	1	0	2	8758.36281789262
0	0	1	0	3	7550.118738698692
0	0	1	1	1	7729.730269896155
0	0	1	1	2	8214.579895684294
0	0	1	1	3	6939.130521585191
0	0	1	2	1	7440.7523656965695
0	0	1	2	2	8484.467894675347
0	0	1	2	3	6924.089388713826
0	0	1	3	1	8026.070878029273
0	0	1	3	2	8199.543586293204
0	0	1	3	3	6931.908183411325
0	0	2	0	1	7701.060474464887
0	0	2	0	2	8176.906733588743
0	0	2	0	3	7185.840719653899
0	0	2	1	1	7405.356159701238
0	0	2	1	2	7883.429785184782
0	0	2	1	3	6589.109186047333
0	0	2	2	1	7138.465606394091
0	0	2	2	2	7895.958198873724
0	0	2	2	3	6530.244802710083
0	0	2	3	1	7713.438826453757
0	0	2	3	2	7876.605236832524
0	0	2	3	3	6568.99431963461
0	0	3	0	1	9518.35860207004
0	0	3	0	2	9908.57213463281
0	0	3	0	3	8982.811274884967
0	0	3	1	1	9004.037534237668
0	0	3	1	2	9779.262864169174
0	0	3	1	3	8019.775718004261
0	0	3	2	1	8740.98433419032
0	0	3	2	2	9797.696972525204
0	0	3	2	3	7985.575413938164
0	0	3	3	1	9258.379703804725
0	0	3	3	2	9761.444860807798
0	0	3	3	3	7969.376205348955
0	0	4	0	1	14623.318711818836
0	0	4	0	2	15042.150362347844
0	0	4	0	3	12720.144056589197
0	0	4	1	1	13448.617243101338
0	0	4	1	2	15051.89773233077
0	0	4	1	3	12094.704634092337
0	0	4	2	1	13757.070542436411
0	0	4	2	2	15080.558128315473
0	0	4	2	3	11817.65214651648
0	0	4	3	1	14372.429576769298
0	0	4	3	2	14939.250086432046
0	0	4	3	3	12060.554748240915
0	0	5	0	1	28883.23202136218
0	0	5	0	2	28624.512937380692
0	0	5	0	3	27262.77592691948
0	0	5	1	1	27638.957913324317
0	0	5	1	2	29188.325623927558
0	0	5	1	3	24607.052678436223
0	0	5	2	1	27678.948954381314
0	0	5	2	2	30206.38749681179
0	0	5	2	3	24165.25779563364
0	0	5	3	1	27105.20359864306
0	0	5	3	2	30117.723810086645
0	0	5	3	3	24344.31427055047
0	0	6	0	1	61132.98369538436
0	0	6	0	2	58467.41149886178
0	0	6	0	3	70258.21621091386
0	0	6	1	1	57264.69743096223
0	0	6	1	2	60824.24349039624
0	0	6	1	3	60623.80779693483
0	0	6	2	1	59358.08797002273
0	0	6	2	2	62524.49139558259
0	0	6	2	3	56259.98749321756
0	0	6	3	1	54846.0886177932
0	0	6	3	2	58533.65664260909
0	0	6	3	3	57241.05301473862
0	1	0	0	1	8024.609326395936
0	1	0	0	2	8193.93287910141
0	1	0	0	3	6936.866601764088
0	1	0	1	1	8015.261991432502
0	1	0	1	2	7890.864108952977
0	1	0	1	3	6309.061040781824
0	1	0	2	1	7454.293502851396
0	1	0	2	2	8196.79775823268
0	1	0	2	3	6313.386131407995
0	1	0	3	1	8017.173027936491
0	1	0	3	2	7911.146543125074
0	1	0	3	3	6613.711058733961
0	1	1	0	1	12072.010388814679
0	1	1	0	2	12142.00909883304
0	1	1	0	3	10596.379386015746
0	1	1	1	1	11454.87253864034
0	1	1	1	2	11292.061774611764
0	1	1	1	3	10277.88251041689
0	1	1	2	1	11764.611280863412
0	1	1	2	2	12719.583849670924
0	1	1	2	3	10272.446221995346
0	1	1	3	1	11788.169462458378
0	1	1	3	2	11870.782395996574
0	1	1	3	3	10605.89998162317
0	1	2	0	1	10552.296896515663
0	1	2	0	2	10723.119833110715
0	1	2	0	3	8998.9418843727
0	1	2	1	1	9938.158332040102
0	1	2	1	2	10399.945495503678
0	1	2	1	3	8120.618725851868
0	1	2	2	1	10534.646235402139
0	1	2	2	2	10988.725377959106
0	1	2	2	3	8366.60036248491
0	1	2	3	1	10579.620415208949
0	1	2	3	2	10399.888412092321
0	1	2	3	3	8376.741556537594
0	1	3	0	1	12662.760531416188
0	1	3	0	2	13074.329992328225
0	1	3	0	3	10017.241154893229
0	1	3	1	1	12025.756363315837
0	1	3	1	2	11968.13524906589
0	1	3	1	3	9545.358691228766
0	1	3	2	1	11521.479546076114
0	1	3	2	2	12766.102829701416
0	1	3	2	3	9791.275306464133
0	1	3	3	1	12167.656214748302
0	1	3	3	2	12593.455182783673
0	1	3	3	3	9865.624341729448
0	1	4	0	1	18829.870665399387
0	1	4	0	2	18177.18411339004
0	1	4	0	3	14644.529090027481
0	1	4	1	1	17473.403900490935
0	1	4	1	2	17914.73411269761
0	1	4	1	3	12974.007446964002
0	1	4	2	1	16735.097971908915
0	1	4	2	2	18452.94096010945
0	1	4	2	3	12929.729239689452
0	1	4	3	1	17499.31207422399
0	1	4	3	2	18129.45979509027
0	1	4	3	3	13514.703513743048
0	1	5	0	1	32275.368288388934
0	1	5	0	2	31758.280288289883
0	1	5	0	3	26911.003489039056
0	1	5	1	1	31893.201528728678
0	1	5	1	2	31308.09956209034
0	1	5	1	3	25435.45674051827
0	1	5	2	1	30671.318876641206
0	1	5	2	2	33037.89527868449
0	1	5	2	3	27104.195231297435
0	1	5	3	1	30976.092818201843
0	1	5	3	2	33835.196335798915
0	1	5	3	3	23849.86658579919
0	1	6	0	1	71529.22027015794
0	1	6	0	2	67881.87692536488
0	1	6	0	3	70195.53731396026
0	1	6	1	1	64197.87524567906
0	1	6	1	2	63968.171320331065
0	1	6	1	3	61383.91023182015
0	1	6	2	1	70217.05583878786
0	1	6	2	2	66211.2254131376
0	1	6	2	3	36759.29438437334
0	1	6	3	1	51736.86182441554
0	1	6	3	2	58619.98976297001
0	1	6	3	3	45567.79670262989
0	2	0	0	1	7316.707268220859
0	2	0	0	2	7529.6230723157905
0	2	0	0	3	6522.981337929125
0	2	0	1	1	7093.9326348720415
0	2	0	1	2	7259.83578689585
0	2	0	1	3	6206.685007820602
0	2	0	2	1	6531.914978542044
0	2	0	2	2	7518.483188032495
0	2	0	2	3	5928.79011168066
0	2	0	3	1	7093.625419175238
0	2	0	3	2	7247.84716119613
0	2	0	3	3	6164.823887703593
0	2	1	0	1	10263.592295590572
0	2	1	0	2	10965.750657564507
0	2	1	0	3	8695.328827989113
0	2	1	1	1	9915.133805907708
0	2	1	1	2	10039.808643390199
0	2	1	1	3	7801.101515855705
0	2	1	2	1	9933.397141500744
0	2	1	2	2	11725.294548099993
0	2	1	2	3	8390.074898547467
0	2	1	3	1	9949.793235611807
0	2	1	3	2	10934.046738173327
0	2	1	3	3	8388.93725497145
0	2	2	0	1	9974.002976920638
0	2	2	0	2	10110.634187480002
0	2	2	0	3	8223.86161330057
0	2	2	1	1	9688.065344146144
0	2	2	1	2	9120.228197733431
0	2	2	1	3	7687.7855273671
0	2	2	2	1	9311.445222798875
0	2	2	2	2	10353.571587796054
0	2	2	2	3	7753.947597119749
0	2	2	3	1	9881.724424948854
0	2	2	3	2	9693.10639937855
0	2	2	3	3	8072.72840142104
0	2	3	0	1	11308.058707582253
0	2	3	0	2	11759.174848158318
0	2	3	0	3	9398.639150443563
0	2	3	1	1	11180.480239215567
0	2	3	1	2	10863.109910935049
0	2	3	1	3	8602.328171236415
0	2	3	2	1	11184.050040887265
0	2	3	2	2	12251.606205205011
0	2	3	2	3	8609.88813135082
0	2	3	3	1	11129.367558491494
0	2	3	3	2	11148.441368570533
0	2	3	3	3	8884.049998787052
0	2	4	0	1	16619.295163980438
0	2	4	0	2	16847.112863093018
0	2	4	0	3	14101.529735347525
0	2	4	1	1	16563.160134309976
0	2	4	1	2	16252.977849787967
0	2	4	1	3	12700.683954337626
0	2	4	2	1	15004.537678380251
0	2	4	2	2	17185.96788344213
0	2	4	2	3	12993.115816554577
0	2	4	3	1	14821.783571135371
0	2	4	3	2	17082.177796295204
0	2	4	3	3	11994.419648368763
0	2	5	0	1	29679.466553035338
0	2	5	0	2	29780.813083200992
0	2	5	0	3	26915.552866298036
0	2	5	1	1	28308.105614253007
0	2	5	1	2	29231.747911249917
0	2	5	1	3	23110.366869541693
0	2	5	2	1	27505.600873886848
0	2	5	2	2	32421.252987926964
0	2	5	2	3	24493.135689656374
0	2	5	3	1	28224.64595959337
0	2	5	3	2	31022.187722284358
0	2	5	3	3	21858.580674405348
0	2	6	0	1	58074.0310139816
0	2	6	0	2	57179.148182069024
0	2	6	0	3	72247.37881185603
0	2	6	1	1	57241.13227222966
0	2	6	1	2	56643.08663172455
0	2	6	1	3	57415.83821485675
0	2	6	2	1	62011.73570795705
0	2	6	2	2	63375.43490832127
0	2	6	2	3	71306.35896052308
0	2	6	3	1	52869.37041336009
0	2	6	3	2	60592.35300215554
0	2	6	3	3	75459.62474842441
0	3	0	0	1	7202.504874260144
0	3	0	0	2	7594.576292640902
0	3	0	0	3	6497.933102232307
0	3	0	1	1	6963.2982205454455
0	3	0	1	2	7442.042408142034
0	3	0	1	3	6035.80834938675
0	3	0	2	1	6885.1264476912265
0	3	0	2	2	7593.879626976657
0	3	0	2	3	5943.020333154349
0	3	0	3	1	7466.983360786499
0	3	0	3	2	7392.784766485945
0	3	0	3	3	6284.491797572537
0	3	1	0	1	11111.635727605095
0	3	1	0	2	11150.321194156402
0	3	1	0	3	8606.976112547996
0	3	1	1	1	10079.160477385569
0	3	1	1	2	10309.476082759822
0	3	1	1	3	8232.622285363299
0	3	1	2	1	10418.96979293061
0	3	1	2	2	12111.459344688632
0	3	1	2	3	8584.601626425167
0	3	1	3	1	10671.941799582948
0	3	1	3	2	10733.322475342147
0	3	1	3	3	8552.718699010844
0	3	2	0	1	10059.172465022177
0	3	2	0	2	10574.408423808756
0	3	2	0	3	8115.870163180876
0	3	2	1	1	9482.892571993341
0	3	2	1	2	9629.82157991756
0	3	2	1	3	7791.699092039755
0	3	2	2	1	9695.060927592582
0	3	2	2	2	10552.121132837749
0	3	2	2	3	7833.0489673689635
0	3	2	3	1	10091.3714435158
0	3	2	3	2	9823.458846326272
0	3	2	3	3	7540.220303798142
0	3	3	0	1	11432.018085249703
0	3	3	0	2	11860.86485756336
0	3	3	0	3	9827.355539854265
0	3	3	1	1	10893.939966277776
0	3	3	1	2	11427.59660765521
0	3	3	1	3	8664.245030760256
0	3	3	2	1	11811.301635868793
0	3	3	2	2	12383.130287954195
0	3	3	2	3	9007.130580708974
0	3	3	3	1	11613.511994164423
0	3	3	3	2	11574.668550842627
0	3	3	3	3	8796.56162210979
0	3	4	0	1	15888.462688727064
0	3	4	0	2	16786.213375859894
0	3	4	0	3	13636.60026555792
0	3	4	1	1	15477.30645010539
0	3	4	1	2	16145.703477254723
0	3	4	1	3	12058.692574478566
0	3	4	2	1	16578.457182876642
0	3	4	2	2	17725.59933607261
0	3	4	2	3	13074.280073898084
0	3	4	3	1	15749.493766108235
0	3	4	3	2	16180.487177128256
0	3	4	3	3	12023.723110290355
0	3	5	0	1	29643.7430999983
0	3	5	0	2	28397.298250748227
0	3	5	0	3	25447.89855569251
0	3	5	1	1	26668.6558093639
0	3	5	1	2	28315.997404487578
0	3	5	1	3	21733.331367365055
0	3	5	2	1	28089.825303280697
0	3	5	2	2	34631.33082602109
0	3	5	2	3	23152.994332567505
0	3	5	3	1	25456.938374168265
0	3	5	3	2	30050.317809694687
0	3	5	3	3	21449.49889663285
0	3	6	0	1	56903.81256540575
0	3	6	0	2	55365.58602883229
0	3	6	0	3	60969.365626595434
0	3	6	1	1	48856.003702161615
0	3	6	1	2	51135.905813654834
0	3	6	1	3	54253.96244970259
0	3	6	2	1	72799.46163574015
0	3	6	2	2	74928.08112237022
0	3	6	2	3	67204.95033566644
0	3	6	3	1	44190.72204400654
0	3	6	3	2	67894.72139577291
0	3	6	3	3	61973.48872604901
0	4	0	0	1	7716.267861906548
0	4	0	0	2	7945.4103517443755
0	4	0	0	3	6939.119319212314
0	4	0	1	1	7118.692752727162
0	4	0	1	2	7948.1406441454565
0	4	0	1	3	6165.430535409615
