pass_id	relative_time_min	residual_model_A_mm_s	residual_model_C_mm_s	residual_model_B_mm_s
pass_01	-39.030000000000001	-0.23680000000000001	-0.23186799999999999	-0.23905199999999999
pass_01	-38.030000000000001	0.00579	0.0094710000000000003	0.0036099999999999999
pass_01	-37.030000000000001	0.054751000000000001	0.057001999999999997	0.051605999999999999
pass_01	-36.030000000000001	-0.112396	-0.111503	-0.11611299999999999
pass_01	-35.030000000000001	0.112039	0.111646	0.107393
pass_01	-34.030000000000001	-0.028340000000000001	-0.030091	-0.034166000000000002
pass_01	-33.030000000000001	-0.12637000000000001	-0.129443	-0.13355300000000001
pass_01	-32.030000000000001	-0.027018	-0.031413999999999997	-0.035810000000000002
pass_01	-31.030000000000001	0.033272000000000003	0.027483	0.022622
pass_01	-30.030000000000001	0.05543	0.048281999999999999	0.042707000000000002
pass_01	-29.030000000000001	0.119865	0.11157400000000001	0.10482
pass_01	-28.030000000000001	-0.0040029999999999996	-0.013616	-0.021193
pass_01	-27.030000000000001	-0.044993999999999999	-0.055893999999999999	-0.063935000000000006
pass_01	-26.030000000000001	0.100495	0.088273000000000004	0.079659999999999995
pass_01	-25.030000000000001	-0.058360000000000002	-0.071798000000000001	-0.080910999999999997
pass_01	-24.030000000000001	0.025839000000000001	0.011079	0.001787
pass_01	-23.030000000000001	0.039204999999999997	0.023158000000000002	0.01358
pass_01	-22.030000000000001	0.031521	0.014187999999999999	0.0052529999999999999
pass_01	-21.030000000000001	0.10775	0.089131000000000002	0.080804000000000001
pass_01	-20.030000000000001	-0.017547	-0.037131999999999998	-0.044816000000000002
pass_01	-19.030000000000001	-0.003395	-0.022158000000000001	-0.030877999999999999
pass_01	-18.030000000000001	0.11604100000000001	0.098743999999999998	0.088987999999999998
pass_01	-17.030000000000001	0.19670199999999999	0.180727	0.17022000000000001
pass_01	-16.030000000000001	0.23311899999999999	0.21846699999999999	0.20774500000000001
pass_01	-15.029999999999999	0.027231999999999999	0.014045	0.003467
pass_01	-14.029999999999999	0.010364	-0.001322	-0.011079
pass_01	-13.029999999999999	0.067652000000000004	0.057574	0.049283
pass_01	-12.029999999999999	0.083627000000000007	0.075050000000000006	0.069010000000000002
pass_01	-11.029999999999999	0.087736999999999996	0.080804000000000001	0.077587000000000003
pass_01	-10.029999999999999	-0.034236999999999997	-0.039562	-0.038989999999999997
pass_01	-9.0299999999999994	0.066007999999999997	0.062685000000000005	0.066365999999999994
pass_01	-8.0299999999999994	-0.055643999999999999	-0.056931000000000002	-0.049889999999999997
pass_01	-7.0300000000000002	-0.026303	-0.025696	-0.015689000000000002
pass_01	-6.0300000000000002	-0.25549100000000002	-0.25298999999999999	-0.24080299999999999
pass_01	-5.0300000000000002	-0.16600300000000001	-0.161607	-0.148063
pass_01	-4.0300000000000002	-0.0014649999999999999	0.0046820000000000004	0.018762000000000001
pass_01	-3.0299999999999998	0.032271000000000001	0.040204999999999998	0.053821000000000001
pass_01	-2.0299999999999998	0.12200999999999999	0.13144500000000001	0.14380999999999999
pass_01	-1.03	-0.053857000000000002	-0.042886000000000001	-0.032271000000000001
pass_01	-0.029999999999999999	0.01333	0.025696	0.033987000000000003
pass_01	0.96999999999999997	-0.20238500000000001	-0.19026899999999999	-0.183086
pass_01	1.97	-0.15996299999999999	-0.14842	-0.142237
pass_01	2.9700000000000002	-0.0047889999999999999	0.006254	0.01115
pass_01	3.9700000000000002	-0.018262	-0.0080409999999999995	-0.0045389999999999996
pass_01	4.9699999999999998	0.137734	0.14752699999999999	0.14934900000000001
pass_01	5.9699999999999998	0.145096	0.15385199999999999	0.154889
pass_01	6.9699999999999998	-0.154031	-0.14599000000000001	-0.14641899999999999
pass_01	7.9699999999999998	-0.05425	-0.046674	-0.048818
pass_01	8.9700000000000006	0.027446999999999999	0.034416000000000002	0.031056
pass_01	9.9700000000000006	-0.086164000000000004	-0.079981999999999998	-0.083984000000000003
pass_01	10.970000000000001	-0.125834	-0.12058000000000001	-0.125476
pass_01	11.970000000000001	-0.051783999999999997	-0.046960000000000002	-0.053393000000000003
pass_01	12.970000000000001	0.26467600000000002	0.26914300000000002	0.26156699999999999
pass_01	13.970000000000001	-0.066615999999999995	-0.062826999999999994	-0.070653999999999995
pass_01	14.970000000000001	0.060505000000000003	0.063614000000000004	0.055787000000000003
pass_01	15.970000000000001	0.122832	0.12536900000000001	0.117078
pass_01	16.969999999999999	0.18762499999999999	0.18984000000000001	0.180977
pass_01	17.969999999999999	-0.083269999999999997	-0.081410999999999997	-0.089987999999999999
pass_01	18.969999999999999	-0.10728600000000001	-0.105999	-0.112968
pass_01	19.969999999999999	-0.08863	-0.088201000000000002	-0.093132999999999994
pass_01	20.969999999999999	-0.17893999999999999	-0.17929800000000001	-0.18279999999999999
pass_01	21.969999999999999	-0.084163000000000002	-0.085699999999999998	-0.08838
pass_01	22.969999999999999	-0.11597	-0.118436	-0.12150900000000001
pass_01	23.969999999999999	-0.033343999999999999	-0.036774000000000001	-0.039633000000000002
pass_01	24.969999999999999	0.28083000000000002	0.27607599999999999	0.27393200000000001
pass_01	25.969999999999999	-0.082912	-0.089237999999999998	-0.089666999999999997
pass_01	26.969999999999999	-0.109073	-0.11661299999999999	-0.115541
pass_01	27.969999999999999	-0.15596099999999999	-0.164574	-0.162108
pass_01	28.969999999999999	0.073762999999999995	0.064256999999999995	0.067724000000000006
pass_01	29.969999999999999	0.17672499999999999	0.16675400000000001	0.170542
pass_01	30.969999999999999	0.057109	0.046996000000000003	0.050748000000000001
pass_01	31.969999999999999	0.11511200000000001	0.104891	0.108608
pass_01	32.969999999999999	-0.0071479999999999998	-0.017547	-0.013402000000000001
pass_01	33.969999999999999	-0.16578899999999999	-0.17654600000000001	-0.17161399999999999
pass_01	34.969999999999999	0.051855999999999999	0.040454999999999998	0.046781000000000003
pass_01	35.969999999999999	0.035059	0.023015000000000001	0.030949000000000001
pass_01	36.969999999999999	0.36013200000000001	0.347302	0.357095
pass_01	37.969999999999999	-0.010114	-0.023694	-0.012078999999999999
pass_01	38.969999999999999	0.100817	0.086557999999999996	0.099923999999999999
pass_01	39.969999999999999	-0.093991000000000005	-0.108858	-0.094133999999999995
pass_02	-39.210000000000001	-0.027231999999999999	-0.016976000000000002	-0.018012
