dataset_path	index_0	index_1	value
experiment/delay	0	0	26.035
experiment/delay	0	1	26
experiment/delay	0	2	25.896000000000001
experiment/delay	0	3	25.722000000000001
experiment/delay	0	4	25.475999999999999
experiment/delay	0	5	25.157
experiment/delay	0	6	24.760999999999999
experiment/delay	0	7	24.286999999999999
experiment/delay	0	8	23.728999999999999
experiment/delay	0	9	23.084
experiment/delay	0	10	22.344999999999999
experiment/delay	0	11	21.507000000000001
experiment/delay	0	12	20.562000000000001
experiment/delay	0	13	19.501999999999999
experiment/delay	0	14	18.315999999999999
experiment/delay	0	15	16.994
experiment/delay	0	16	15.522
experiment/delay	0	17	13.885999999999999
experiment/delay	0	18	12.069000000000001
experiment/delay	0	19	10.051
experiment/delay	0	20	7.8094999999999999
experiment/delay	0	21	5.3194999999999997
experiment/delay	0	22	2.5512999999999999
experiment/delay	0	23	-0.52844999999999998
experiment/delay	0	24	-3.9582999999999999
experiment/delay	0	25	-7.7821999999999996
experiment/delay	0	26	-12.050000000000001
experiment/delay	0	27	-16.818000000000001
experiment/delay	0	28	-22.151
experiment/delay	0	29	-28.119
experiment/delay	0	30	-34.801000000000002
experiment/delay	0	31	-42.280999999999999
experiment/delay	0	32	-50.646000000000001
experiment/delay	0	33	-59.984999999999999
experiment/delay	0	34	-70.376999999999995
experiment/delay	0	35	-81.881
experiment/delay	0	36	-94.524000000000001
experiment/delay	0	37	-108.27
experiment/delay	0	38	-123
experiment/delay	0	39	-138.46000000000001
experiment/delay	0	40	-154.25
experiment/delay	0	41	-169.78999999999999
experiment/delay	0	42	-184.33000000000001
experiment/delay	0	43	-196.97
experiment/delay	0	44	-206.80000000000001
experiment/delay	0	45	-213.05000000000001
experiment/delay	0	46	-215.19
experiment/delay	0	47	-213.09999999999999
experiment/delay	0	48	-207.08000000000001
experiment/delay	0	49	-197.74000000000001
experiment/delay	0	50	-185.91
experiment/delay	0	51	-172.5
experiment/delay	0	52	-158.30000000000001
experiment/delay	0	53	-143.99000000000001
experiment/delay	0	54	-130.06
experiment/delay	0	55	-116.86
experiment/delay	0	56	-104.56999999999999
experiment/delay	0	57	-93.302000000000007
experiment/delay	0	58	-83.073999999999998
experiment/delay	0	59	-73.861000000000004
experiment/delay	0	60	-65.611999999999995
experiment/delay	0	61	-58.256999999999998
experiment/delay	0	62	-51.722999999999999
experiment/delay	0	63	-45.935000000000002
experiment/delay	0	64	-40.822000000000003
experiment/delay	0	65	-36.317999999999998
experiment/delay	0	66	-32.362000000000002
experiment/delay	0	67	-28.899999999999999
experiment/delay	0	68	-25.884
experiment/delay	0	69	-23.271999999999998
experiment/delay	0	70	-21.027000000000001
experiment/delay	0	71	-19.116
experiment/delay	0	72	-17.513000000000002
experiment/delay	0	73	-16.192
experiment/delay	0	74	-15.132999999999999
experiment/delay	0	75	-14.318
experiment/delay	0	76	-13.733000000000001
experiment/delay	0	77	-13.364000000000001
experiment/delay	0	78	-13.199999999999999
experiment/delay	0	79	-13.234
experiment/delay	0	80	-13.458
experiment/delay	0	81	-13.866
experiment/delay	0	82	-14.454000000000001
experiment/delay	0	83	-15.218
experiment/delay	0	84	-16.158000000000001
experiment/delay	0	85	-17.271000000000001
experiment/delay	0	86	-18.558
experiment/delay	0	87	-20.018999999999998
experiment/delay	0	88	-21.655000000000001
experiment/delay	0	89	-23.469000000000001
experiment/delay	0	90	-25.460999999999999
experiment/delay	0	91	-27.635999999999999
experiment/delay	0	92	-29.995000000000001
experiment/delay	0	93	-32.542000000000002
experiment/delay	0	94	-35.279000000000003
experiment/delay	0	95	-38.209000000000003
experiment/delay	0	96	-41.332000000000001
experiment/delay	0	97	-44.649999999999999
experiment/delay	0	98	-48.161999999999999
experiment/delay	0	99	-51.866
experiment/delay	0	100	-55.756999999999998
experiment/delay	0	101	-59.828000000000003
experiment/delay	0	102	-64.066999999999993
experiment/delay	0	103	-68.460999999999999
