time	drive	reference_response	forecast_response
0.0	0.0	0.02148063265124879	0.02148063265124879
0.0025	0.05089279995764091	0.1458503923612509	0.09403652866830811
0.005	0.1015847492845577	0.1209850788076001	0.1646706985356008
0.007500000000000001	0.1518757900157057	0.04267482034528614	0.2345297593744217
0.01	0.2015674463891101	-0.0788340651627864	0.3047142172209671
0.0125	0.2504636081390235	0.3049951521235891	0.3762346502187141
0.015	0.2983713044535504	0.3784753725971834	0.4499512917569987
0.0175	0.3451014655422818	0.1782406771369786	0.5265078155388587
0.02	0.3904696688083804	0.5747615082937698	0.6062704918429888
0.0225	0.4342968666803154	0.4652446396993659	0.6892825209577746
0.025	0.4764100932308283	0.8789413557263819	0.7752410818741667
0.0275	0.5166431467944276	0.789821224995587	0.8634995023793821
0.03000000000000001	0.5548372458894313	0.8180418385057765	0.953086084767443
0.0325	0.5908416558559355	1.107722784322565	1.042714061609947
0.035	0.6245142837366529	1.13093181667675	1.130744868485922
0.03750000000000001	0.6557222390528984	1.263435124790352	1.215098916953856
0.04	0.6843423582625975	1.376502161221534	1.29322019916848
0.0425	0.7102616908305183	1.457174184144139	1.362274086165641
0.045	0.7333779449924317	1.621290534316792	1.419576381067792
0.0475	0.7535998914539729	1.703924900342608	1.462995295123348
0.05	0.7708477234309864	1.696562360897234	1.491133956154654
0.0525	0.7850533716104441	1.849131031381003	1.503359943424003
0.05499999999999999	0.7961607727889249	1.50964841957213	1.49984088829815
0.05749999999999999	0.8041260911284662	1.554928803410867	1.481641451578864
0.06000000000000001	0.8089178911565897	1.621828384464407	1.450793965709132
0.06250000000000001	0.8105172618277496	1.34264525195829	1.41020030577552
0.065	0.8089178911565897	1.525880965958278	1.363313214500145
0.0675	0.8041260911284662	1.346392909453529	1.313699263440612
0.07	0.7961607727889248	1.167955340213775	1.264642875934399
0.07250000000000001	0.7850533716104441	1.1622499525587	1.218882335201163
0.07500000000000001	0.7708477234309864	0.9856707040181738	1.178477938472539
0.0775	0.7535998914539728	0.8453146731211473	1.144771136205445
0.08	0.7333779449924317	1.043694761843732	1.118395651562685
0.0825	0.7102616908305182	1.037110898737321	1.099319091636953
0.085	0.6843423582625974	0.9591975434268974	1.086909670923441
0.08750000000000001	0.6557222390528984	0.9648963316406438	1.080030544115628
0.09	0.6245142837366529	0.7820565453492049	1.077161622169672
0.0925	0.5908416558559354	0.9464788531795056	1.076538678995767
0.095	0.5548372458894311	1.023805769005103	1.076290155633991
0.0975	0.5166431467944277	1.134911059076595	1.074550595616055
0.1	0.4764100932308284	1.286477822596165	1.069536547584606
0.1025	0.4342968666803156	1.120689691332588	1.059580438118106
0.105	0.3904696688083803	1.103601186137711	1.043125206415527
0.1075	0.3451014655422819	1.268756959055348	1.018687266391977
0.11	0.2983713044535501	1.135045362197696	0.9847997725374962
0.1125	0.2504636081390236	0.9664560176676534	0.9399519489613021
0.115	0.2015674463891098	1.156382064593605	0.8825415045502861
0.1175	0.1518757900157056	0.8547064561720008	0.8108575409202565
0.12	0.1015847492845576	0.7666969123549833	0.7231197346348124
0.1225	0.05089279995764073	0.5827674100604041	0.6176234494084767
0.125	-2.606822333398186e-16	0.5651120955746883	0.4930460341306619
0.1275	-0.05089279995764124	0.4619104342002177	0.3488600340019479
0.13	-0.1015847492845577	0.1250470275566385	0.1855967211867143
0.1325	-0.1518757900157054	-0.004349242693969468	0.004725996840704322
0.135	-0.2015674463891103	-0.3135616276852886	-0.1917347444366617
0.1375	-0.2504636081390234	-0.2635552187824741	-0.4015616505244416
0.14	-0.2983713044535506	-0.5813494468862325	-0.6224433707230096
0.1425	-0.3451014655422818	-1.024755971897949	-0.8519160441071834
0.145	-0.3904696688083804	-1.14865189434973	-1.087211612026721
0.1475	-0.4342968666803155	-1.341160520241793	-1.325075006874088
0.15	-0.4764100932308282	-1.61737046132727	-1.561593554136453
0.1525	-0.5166431467944272	-1.951677703014809	-1.792193033245736
0.155	-0.5548372458894313	-2.090627097650035	-2.012026976287161
0.1575	-0.5908416558559353	-2.176683603910847	-2.216562760485339
0.16	-0.6245142837366529	-2.359000403109037	-2.401749223717617
0.1625	-0.6557222390528983	-2.619047263918044	-2.563843046558444
0.165	-0.6843423582625976	-2.594868857551042	-2.699501602938156
0.1675	-0.7102616908305182	-2.818154298681826	-2.806166150460827
0.17	-0.7333779449924319	-2.977621939680597	-2.882340716178462
0.1725	-0.7535998914539729	-2.763416293201974	-2.927569931458756
0.175	-0.7708477234309866	-2.671736874486556	-2.942217634828043
0.1775	-0.7850533716104442	-2.681919261286883	-2.927245140980023
0.18	-0.7961607727889249	-2.515350260667957	-2.88412421951237
0.1825	-0.8041260911284662	-2.403969364906958	-2.814900016365013
0.185	-0.8089178911565897	-2.439789937834122	-2.722292374591257
0.1875	-0.8105172618277496	-2.418245729256053	-2.60965647633445
0.19	-0.8089178911565897	-2.225532405392238	-2.480710500596864
0.1925	-0.8041260911284663	-2.222698978648025	-2.339143770712599
0.195	-0.7961607727889248	-1.936328976579456	-2.188327167450411
0.1975	-0.7850533716104441	-1.796709698584062	-2.03125686899053
0.2	-0.7708477234309865	-1.631342966006496	-1.870708064652901
0.2025	-0.753599891453973	-1.405679958551117	-1.709472279245517
0.205	-0.733377944992432	-1.6025870589625	-1.55052484594425
0.2075	-0.710261690830518	-1.198074516761866	-1.397037871867934
0.21	-0.6843423582625974	-1.224311704380983	-1.2522610389872
0.2125	-0.6557222390528984	-1.001765164422081	-1.119308624627066
0.2149999999999999	-0.6245142837366531	-0.9912970652130574	-1.00083749264205
0.2175	-0.590841655855935	-1.055037828596455	-0.8986509095639608
0.22	-0.554837245889431	-0.8211951609921002	-0.8134154995334998
0.2225	-0.5166431467944275	-0.9515032077112053	-0.744675123922749
0.225	-0.4764100932308285	-0.8035604646724465	-0.6911185111528698
0.2275	-0.4342968666803151	-0.9025116481136657	-0.6509014235845474
0.23	-0.3904696688083797	-0.8867423106004764	-0.6218766322287662
0.2325	-0.3451014655422814	-0.8289917323560816	-0.6016981328347208
0.235	-0.2983713044535503	-0.6530937677316226	-0.5878346964229062
0.2375	-0.250463608139023	-0.7755376853869445	-0.5775475669522324
0.24	-0.2015674463891099	-0.8421617338185345	-0.5678833190283382
0.2425	-0.151875790015705	-0.6604967147701937	-0.5557254945132196
0.245	-0.1015847492845573	-0.8002511571169169	-0.5379270688499883
0.2475000000000001	-0.0508927999576401	-0.7982085205867405	-0.5115015852171988
0.25	-2.034228397546744e-16	-0.8158057636316194	-0.4734195038987784
0.2525	0.05214983536974589	-0.6354183269343492	-0.4215079975580758
0.2549999999999999	0.1040938591642811	-0.5528148034500102	-0.3545092377648577
0.2575	0.155627072052657	-0.5244657324467772	-0.2713353080148306
0.26	0.2065460959868858	-0.5212491150512182	-0.171571277002028
0.2625	0.2566499768421898	-0.1979402314758494	-0.05563461837274736
0.265	0.3057409774911188	-0.00873754131370074	0.07507546655886835
0.2675	0.3536253581816579	0.1197490358596379	0.2181984159042119
0.27	0.4001141411395112	0.2603783735502029	0.3706889934478012
0.2725	0.4450238563770503	0.4545848644446537	0.529263328258915
0.275	0.4881772657655299	0.722997439457396	0.6908238948050244
0.2775	0.5294040625130115	1.112756785530919	0.8526509455189066
0.28	0.5685415432874642	1.190419277012761	1.012065442248129
0.2825	0.6054352503324848	1.194599940198767	1.165302584417973
0.285	0.6399395810414986	1.580210144591413	1.306265451831113
0.2875	0.671918362584727	1.594527495200955	1.427443274613433
0.29	0.7012453893211333	1.958468022806532	1.52309605033572
0.2925	0.727804920874434	1.736869713522116	1.590817116878142
0.295	0.7514921389074832	1.764936543694419	1.630192986713
0.2975	0.7722135607923657	1.753322833187521	1.641195942379208
0.3	0.789887408543618	1.688313329846469	1.624183000706568
0.3024999999999999	0.80444393155858	1.559599569272429	1.581000018881346
0.3049999999999999	0.8158256818911539	1.433819094434039	1.515991215504672
0.3075	0.8239877409726045	1.27319257457972	1.435873760825425
