time	drive	reference_response	forecast_response
0.0	0.0	-0.1032328367437579	-0.1032328367437579
0.0025	0.05089279995764091	0.4374519618062526	0.1233128295141454
0.005	0.1015847492845577	0.2081133940380009	0.2472063258801825
0.007500000000000001	0.1518757900157057	-0.3169618982735695	0.3487366456001994
0.01	0.2015674463891101	-1.073546325813932	0.4414897171270856
0.0125	0.2504636081390235	0.6702957606179443	0.5290216206060038
0.015	0.2983713044535504	0.8293008629859163	0.6124040447929444
0.0175	0.3451014655422818	-0.4273966143151077	0.6918260882012678
0.02	0.3904696688083804	1.230477941468846	0.7671666070330357
0.0225	0.4342968666803154	0.2932871984968267	0.8382156926053875
0.025	0.4764100932308283	1.931453578631909	0.904729114129094
0.0275	0.5166431467944276	1.030550124977932	0.9664109234877682
0.03000000000000001	0.5548372458894313	0.6836891925288785	1.022887345057078
0.0325	0.5908416558559355	1.602817921612824	1.073706642858051
0.035	0.6245142837366529	1.175383083383749	1.11837704839316
0.03750000000000001	0.6557222390528984	1.315095623951758	1.156439306281167
0.04	0.6843423582625975	1.406953206107669	1.187558210610208
0.0425	0.7102616908305183	1.395122920720694	1.211608366392258
0.045	0.7333779449924317	1.874980671583962	1.228729313952475
0.0475	0.7535998914539729	2.028186901713036	1.239338152540418
0.05	0.7708477234309864	1.838485804486167	1.244105618696855
0.0525	0.7850533716104441	2.574167156905013	1.243909638200714
0.05499999999999999	0.7961607727889249	0.9670580978606456	1.239775744325967
0.05749999999999999	0.8041260911284662	1.369476017054334	1.232807056062955
0.06000000000000001	0.8089178911565897	1.951689922322032	1.22410640447493
0.06250000000000001	0.8105172618277496	0.872072659791446	1.214698391735673
0.065	0.8089178911565897	2.151676829791388	1.205463616445055
0.0675	0.8041260911284662	1.631474947267643	1.19709667163989
0.07	0.7961607727889248	1.09555270106887	1.190093793731004
0.07250000000000001	0.7850533716104441	1.375929762793496	1.184768820922568
0.07500000000000001	0.7708477234309864	0.7510255200908689	1.181291121968898
0.0775	0.7535998914539728	0.2525733656057344	1.179736098039772
0.08	0.7333779449924317	1.386593809218657	1.180131690017274
0.0825	0.7102616908305182	1.414350493686602	1.182464115478503
0.085	0.6843423582625974	1.004974117134483	1.186578075178786
0.08750000000000001	0.6557222390528984	0.9561136582032168	1.191930109358828
0.09	0.6245142837366529	-0.06880127325397956	1.197319794246485
0.0925	0.5908416558559354	0.6127158658975282	1.200905983552819
0.095	0.5548372458894311	0.8376024450255111	1.200630633375607
0.0975	0.5166431467944277	1.22839529538297	1.19475100679837
0.1	0.4764100932308284	1.840491912980821	1.182131179591538
0.1025	0.4342968666803156	0.9128388566629362	1.162211409650783
0.105	0.3904696688083803	0.791540330688553	1.134754937342184
0.1075	0.3451014655422819	1.651000795276738	1.099512343030846
0.11	0.2983713044535501	1.084350810988477	1.055920094472266
0.1125	0.2504636081390236	0.4190108883382645	1.002904379391944
0.115	0.2015674463891098	1.643774322968022	0.9388395976024343
0.1175	0.1518757900157056	0.5117058808600026	0.8617373946995602
0.12	0.1015847492845576	0.5421085617749148	0.769746620034111
0.1225	0.05089279995764073	0.1693594503020189	0.6618221147784968
0.125	-2.606822333398186e-16	0.708620477873441	0.538025562310122
0.1275	-0.05089279995764124	0.8913829710010872	0.3991960424176497
0.13	-0.1015847492845577	-0.02515486221680821	0.2467521881405959
0.1325	-0.1518757900157054	0.1541977865301494	0.08328325959075408
0.135	-0.2015674463891103	-0.5021401384264433	-0.08844943635581387
0.1375	-0.2504636081390234	0.6710879060876263	-0.2690509357494454
0.14	-0.2983713044535506	0.01976476556883644	-0.4607509268812987
0.1425	-0.3451014655422818	-1.262939859489745	-0.6640701191992461
0.145	-0.3904696688083804	-0.9373154717486528	-0.8773455169446347
0.1475	-0.4342968666803155	-0.9652306012089663	-1.096977825156513
0.15	-0.4764100932308282	-1.446856306636353	-1.318228829480824
0.1525	-0.5166431467944272	-2.254940515074048	-1.536197163136702
0.155	-0.5548372458894313	-2.155573888250179	-1.745827413265707
0.1575	-0.5908416558559353	-1.885959619554235	-1.94289748695793
0.16	-0.6245142837366529	-2.181367215545188	-2.125013643946472
0.1625	-0.6557222390528983	-2.961776319590219	-2.290478051880443
0.165	-0.6843423582625976	-2.416097487755213	-2.437261877012981
0.1675	-0.7102616908305182	-3.224013493409132	-2.562912267395205
0.17	-0.7333779449924319	-3.830551298402985	-2.665231460320661
0.1725	-0.7535998914539729	-2.69387106600987	-2.743193448268219
0.175	-0.7708477234309866	-2.29125637243278	-2.797135689396079
0.1775	-0.7850533716104442	-2.505160306434419	-2.82805040591791
0.18	-0.7961607727889249	-1.927743303339785	-2.836742156786745
0.1825	-0.8041260911284662	-1.704162824534794	-2.823402934247865
0.185	-0.8089178911565897	-2.298377689170612	-2.787354846466441
0.1875	-0.8105172618277496	-2.675580646280267	-2.726433292816723
0.19	-0.8089178911565897	-2.244427226961191	-2.638557751128709
0.1925	-0.8041260911284663	-2.802314893240124	-2.527986367722949
0.195	-0.7961607727889248	-1.95080488289728	-2.40283314847715
0.1975	-0.7850533716104441	-1.833048492920314	-2.268747518220224
0.2	-0.7708477234309865	-1.560826830032479	-2.129471845136658
0.2025	-0.753599891453973	-0.9678317927555865	-1.988510372944915
0.205	-0.733377944992432	-2.453176894812501	-1.850026343491241
0.2075	-0.710261690830518	-0.897494983809334	-1.718786949643841
0.21	-0.6843423582625974	-1.440554521904914	-1.598959683786245
0.2125	-0.6557222390528984	-0.6844762221104063	-1.492721952401713
0.2149999999999999	-0.6245142837366531	-0.921835726065287	-1.399806827391447
0.2175	-0.590841655855935	-1.46921154298228	-1.318122215917861
0.22	-0.554837245889431	-0.4714878049605009	-1.244819354420791
0.2225	-0.5166431467944275	-1.24733203855603	-1.177161754176745
0.225	-0.4764100932308285	-0.594382323362233	-1.112966091430558
0.2275	-0.4342968666803151	-1.139262240568329	-1.050712912544807
0.23	-0.3904696688083797	-1.077737153002383	-0.9895091627841504
0.2325	-0.3451014655422814	-0.7839798617804119	-0.9290324247982543
0.235	-0.2983713044535503	0.1088031613418869	-0.869443071271588
0.2375	-0.250463608139023	-0.4978764269347244	-0.8110650257552499
0.24	-0.2015674463891099	-0.8499942690926764	-0.7537204329822041
0.2425	-0.151875790015705	0.004640426149030707	-0.6961948278841013
0.245	-0.1015847492845573	-0.7880077855845866	-0.6364850327845811
0.2475000000000001	-0.0508927999576401	-0.9172082029337054	-0.5725477150530155
0.25	-2.034228397546744e-16	-1.203060818158099	-0.502544698015438
0.2525	0.05214983536974589	-0.5685916346717456	-0.4256746760554657
0.2549999999999999	0.1040938591642811	-0.506174017250052	-0.3424350901594767
0.2575	0.155627072052657	-0.797368662233886	-0.2541884505693244
0.26	0.2065460959868858	-1.286857575256092	-0.1625949640287571
0.2625	0.2566499768421898	-0.2539011573792496	-0.06790471112760288
0.265	0.3057409774911188	0.03723229343149617	0.03084004719698628
0.2675	0.3536253581816579	-0.0382528207018123	0.1344608904466716
0.27	0.4001141411395112	-0.1209481322489863	0.2432882144068292
0.2725	0.4450238563770503	0.02545392222326837	0.3574042975892986
0.275	0.4881772657655299	0.5292191972869803	0.4767863347322059
0.2775	0.5294040625130115	1.657931927654591	0.6011488986026763
0.28	0.5685415432874642	1.251494385063804	0.7295726144891189
0.2825	0.6054352503324848	0.541551700993832	0.8602279216973643
0.285	0.6399395810414986	1.837530722957061	0.9903384660787484
0.2875	0.671918362584727	1.415369476004774	1.11610447859393
0.29	0.7012453893211333	2.89408171403266	1.232585701192845
0.2925	0.727804920874434	1.611540567610577	1.334109487542712
0.295	0.7514921389074832	1.741089518472094	1.415311092294856
0.2975	0.7722135607923657	1.830990165937605	1.472009763026383
