time_s	temperature_K	field_Oe	magnetic_moment_emu	moment_std_err_emu
3784619440.80365	299.967498779297	0.0612088404595852	3.11721564567259E-4	4.18747320650076E-8
3784619449.70912	299.993072509766	20.2356433868408	3.26317764704439E-4	3.07986082969647E-8
3784619460.128	300.051574707031	56.3121299743652	3.53005048956222E-4	4.89856209110433E-8
3784619472.51739	299.989471435547	110.065734863281	3.94652281512429E-4	4.41199514427556E-8
3784619485.4192	299.961578369141	182.365615844727	4.55420153253401E-4	5.0915703270365E-8
3784619498.37443	299.972015380859	272.514007568359	5.33131988745877E-4	5.30463888101178E-8
3784619511.25828	300.007965087891	380.608825683594	6.21649927451704E-4	6.980359241778E-8
3784619523.64777	299.974243164063	506.331756591797	7.15553156142263E-4	7.67487650044914E-8
3784619536.9267	300.005798339844	650.576538085938	8.11088389094337E-4	6.11234980152181E-8
3784619549.50756	299.9814453125	812.804443359375	9.01520789999025E-4	6.42367229710566E-8
3784619562.79496	300.057006835937	992.795166015625	9.8436249118131E-4	1.74199667132413E-7
3784619575.35439	299.987182617188	1190.92810058594	0.00105823090815691	9.03083597683992E-8
3784619588.0912	300.009613037109	1407.36267089844	0.00112302273876284	1.18008673695469E-7
3784619600.99546	300.005706787109	1641.69458007813	0.00117992766633316	1.06336834905225E-7
3784619613.86674	299.958923339844	1893.83825683594	0.00123072684444493	1.28197731567731E-7
3784619627.04302	300.032409667969	2164.54052734375	0.0012759037876762	1.55575771412024E-7
3784619639.61078	299.978240966797	2452.51586914062	0.00131798836428499	1.35780889807401E-7
3784619652.8531	299.989410400391	2758.53540039062	0.00135710757651237	1.83410381319448E-7
3784619665.36275	300.048309326172	3083.1015625	0.00139377344134851	2.30680470832431E-7
3784619678.61477	299.997253417969	3425.22216796875	0.00142912247717536	3.35582466348609E-6
3784619691.08566	299.971496582031	3785.77880859375	0.00146089933342006	2.31332714479705E-7
3784619706.98236	300.011535644531	4164.392578125	0.00149026956833579	2.10066941689321E-5
3784619724.59384	299.974731445313	4560.34033203125	0.00152394549749351	4.81007402377526E-6
3784619742.61647	300.004791259766	4974.61376953125	0.00155107273526726	2.96409063431846E-5
3784619761.01631	300.039581298828	5407.16455078125	0.00158647178411635	7.42570393153356E-6
3784619778.67408	299.941711425781	5857.39208984375	0.00163080773534225	3.74944722830509E-5
3784619814.74059	300.019012451172	6812.40966796875	0.00167438686312447	3.43688211595711E-5
3784619832.74749	300.018646240234	7316.990234375	0.00168822850413284	6.3208593882459E-5
3784619850.83974	299.992706298828	7839.46923828125	0.00174256398948109	9.01157192324722E-5
3784619868.94898	300.030975341797	8379.9189453125	0.00179877510260793	5.9838411078583E-5
3784619884.66161	299.984497070313	8938.4248046875	0.00181200736381543	1.32227249847248E-4
3784619905.22551	300.040344238281	9515.01171875	0.00181658288666025	9.32215104356771E-5
3784619925.94359	300.007507324219	10109.4970703125	0.00189622974937744	7.49948550016373E-5
3784619944.45919	300.026062011719	10722.4423828125	0.00185386341762284	1.10956898920833E-4
3784619964.57369	300.022125244141	11353.1142578125	0.00192059792029361	3.57766418347576E-5
3784619985.1387	299.986419677734	12001.3759765625	0.00193428452431672	5.75174446919775E-5
3784620005.30533	299.965545654297	12668.0380859375	0.00202375509384802	4.42525258629535E-5
3784620021.1024	300.035400390625	13352.66015625	0.00199847338826303	3.38583475601928E-5
3784620036.28079	300.052856445313	14055.2138671875	0.002078043666154	4.91936094468695E-5
