time_s	temperature_K	field_Oe	magnetic_moment_emu	moment_std_err_emu
3839620121	870.0341797	-0.195868284	3.37E-07	6.14E-08
3839620129	870.0331421	99.9907608	7.39E-06	4.50E-08
3839620139	870.0068359	200.1039429	1.44E-05	7.30E-08
3839620149	869.9877319	299.6172791	2.11E-05	4.73E-08
3839620160	869.9673462	399.5712891	2.79E-05	4.22E-08
3839620172	869.989563	499.5375977	3.48E-05	6.29E-08
3839620183	870.0111694	599.5283813	4.18E-05	8.81E-08
3839620194	869.99823	699.6782837	4.87E-05	7.61E-08
3839620204	870.0028076	799.7057495	5.56E-05	6.02E-08
3839620215	870.0082397	899.9902954	6.24E-05	6.09E-08
3839620226	869.992981	999.8341675	6.91E-05	8.52E-08
3839620236	870.012207	1099.849365	7.60E-05	7.19E-08
3839620247	870.0005493	1200.036011	8.29E-05	3.81E-08
3839620259	869.9923096	1299.68396	8.97E-05	4.37E-08
3839620269	870.001709	1399.613525	9.64E-05	4.29E-08
3839620280	869.9962158	1499.641113	0.000103146	4.91E-08
3839620291	870.0123291	1599.65625	0.000109918	4.52E-08
3839620302	869.9926147	1699.549072	0.000116586	5.24E-08
3839620313	869.9868164	1799.919434	0.000123312	4.67E-08
3839620324	869.9928589	1899.677612	0.000129996	4.45E-08
3839620335	870.0048218	1999.692749	0.000136705	4.91E-08
3839620346	870.0093384	2099.671387	0.000143366	5.78E-08
3839620356	869.9998169	2199.76001	0.000150035	4.79E-08
3839620367	870.0109253	2299.750977	0.000156908	8.26E-08
3839620378	869.9897461	2399.766113	0.000163559	5.22E-08
3839620389	870.0123291	2499.769043	0.000170243	6.65E-08
3839620400	869.9887695	2599.833252	0.000176843	6.28E-08
3839620410	870.0040283	2699.689209	0.00018346	5.98E-08
3839620422	869.9835205	2799.618896	0.000190085	6.93E-08
3839620433	869.9992676	2899.683105	0.000196713	7.69E-08
3839620443	870.0134888	2999.686279	0.000203382	6.36E-08
3839620454	870.007019	3099.88501	0.000210191	7.11E-08
3839620466	870.003418	3199.667725	0.000216652	7.71E-08
3839620477	870.0235596	3299.707275	0.000223244	8.21E-08
3839620489	869.9976196	3399.67334	0.000229847	1.27E-07
3839620500	869.9934082	3499.8479	0.000236627	1.11E-07
3839620511	869.9944458	3599.826416	0.000243138	1.05E-07
3839620523	870.0013428	3699.780518	0.000249788	1.00E-07
3839620534	870.0068359	3799.844971	0.000256459	9.35E-08
3839620546	869.9845581	3899.676514	0.000263089	9.70E-08
3839620557	870.0040283	3999.679443	0.000269773	1.31E-07
3839620569	870.0064697	4099.645508	0.000276438	1.55E-07
3839620580	869.9953613	4199.600098	0.00028302	8.61E-08
3839620592	870.0178833	4299.95752	0.000289613	1.05E-07
3839620603	869.9937134	4399.71582	0.000296236	1.11E-07
3839620615	870.0089111	4499.535645	0.000302869	1.21E-07
3839620625	869.9944458	4599.5625	0.000309283	9.83E-08
3839620636	869.9799194	4699.553711	0.000316108	9.93E-08
3839620647	870.0036621	4799.703613	0.000323017	1.08E-07
3839620659	870.0046997	4899.657227	0.000329533	1.64E-07
3839620670	869.9984131	4999.574707	0.00033598	1.45E-07
3839620682	870.0109253	5099.736816	0.000342664	1.47E-07
3839620693	869.9957886	5199.764648	0.000349365	1.29E-07
3839620705	870.0107422	5299.64502	0.000356081	1.38E-07
3839620716	869.987915	5399.72168	0.00036275	1.69E-07
3839620727	870.0172119	5499.651367	0.000369304	1.36E-07
3839620737	869.9884033	5599.617676	0.000376077	1.85E-07
3839620748	870.0027466	5699.571289	0.000382456	1.62E-07
3839620759	869.9946289	5799.500977	0.000389215	1.59E-07
3839620771	870.0115967	5899.797852	0.000396015	1.26E-07
3839620782	870.0004272	5999.812988	0.000402616	1.80E-07
3839620794	870.0165405	6099.730469	0.000409138	1.62E-07
3839620805	869.9866333	6199.733398	0.000415709	1.42E-07
3839620817	870.003418	6299.711426	0.000422236	1.74E-07
3839620829	869.9813843	6399.861816	0.000428849	1.87E-07
3839620840	870.0066528	6499.778809	0.000435446	1.39E-07
3839620852	869.9732666	6599.793945	0.000442189	1.29E-07
3839620872	869.9915161	6699.540039	0.000448685	1.76E-07
3839620882	869.9828491	6799.65332	0.000455299	2.36E-07
3839620893	869.9898682	6899.668945	0.000461961	1.52E-07
3839620905	869.9885254	6999.609863	0.000468609	1.61E-07
3839620916	870.007019	7099.638184	0.000475182	1.29E-07
3839620927	869.9890747	7199.73877	0.000481574	2.34E-07
3839620938	869.9906616	7299.54541	0.000488099	1.45E-07
3839620959	869.9957275	7399.511719	0.000494583	2.09E-07
3839620969	869.9985962	7499.723633	0.000501629	2.06E-07
3839620981	870.0462646	7599.70166	0.00050809	1.95E-07
3839620993	869.9903564	7699.766602	0.000514821	1.54E-07
3839621004	870.0194702	7799.573242	0.000521618	2.02E-07
3839621015	869.9925537	7899.551758	0.000527931	2.18E-07
3839621026	870.0144653	7999.750488	0.000534879	2.04E-07
3839621047	870.0031738	8099.655762	0.000541249	1.62E-07
3839621058	870.0205078	8199.768555	0.000547883	2.16E-07
3839621070	870.0116577	8299.539063	0.000554563	2.45E-07
3839621081	869.9954834	8399.554688	0.000561444	1.73E-07
3839621092	870.0087891	8499.630859	0.000568014	1.74E-07
3839621104	869.9943848	8599.535156	0.000574596	2.04E-07
3839621115	869.9996338	8699.527344	0.000581164	1.68E-07
3839621126	869.9963379	8799.615234	0.000587741	2.69E-07
3839621137	869.9796143	8899.606445	0.000594157	1.97E-07
3839621148	869.9727783	8999.572266	0.000600693	2.75E-07
3839621159	870.0122681	9099.74707	0.000607623	1.86E-07
3839621171	869.9924927	9199.700195	0.000613879	3.60E-07
3839621182	870.0009155	9299.532227	0.000620623	2.20E-07
3839621193	870.0130005	9399.609375	0.000627145	2.02E-07
