system_index	annotation_index	result_kind	trim_percent_1	trim_percent_2	trim_percent_3	trim_percent_4	trim_percent_5	trim_percent_6	trim_percent_7	trim_percent_8	trim_percent_9	trim_percent_10	trim_percent_11	trim_percent_12	trim_percent_13	trim_percent_14	trim_percent_15	trim_percent_16	trim_percent_17	trim_percent_18	trim_percent_19
system_01	annotation_04	assort_z	1.58793782048978	1.214555406446442	0.9782826030608701	0.7666368840709452	0.5169394025612072	0.1933886534731412	-0.0754013614715086	-0.3589139694221969	-0.5960772099294905	-0.8485306145297132	-1.105901853440908	-1.25674150977819	-1.370858277668853	-1.384794523272298	-1.384023523594294	-1.338865022969515	-1.318727422239462	-1.22870474733318	-1.276052811979649
system_01	annotation_04	assort_p_fdr	0.2768541666666667	0.5908125	0.7477916666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7061208333333333	0.6761520833333333	0.7215333333333334	0.76634375	0.9070541666666667	0.8726138888888889
system_01	annotation_01	assort_z	0.7486054531809068	-0.91214926116262	-1.938442746942391	-2.495247181543768	-2.828875596622141	-3.065607453648158	-3.246896294394777	-3.344750026983195	-3.426231616190775	-3.447362525219359	-3.390760381020362	-3.34045258529066	-3.185416087507976	-3.033112572860663	-2.859692227850547	-2.685120972076921	-2.478048458488919	-2.19068394671756	-1.760842724377057
system_01	annotation_01	assort_p_fdr	1.0	0.8457466666666666	0.1792416666666667	0.05422916666666666	0.02055	0.002283333333333333	0.001141666666666667	0.001141666666666667	0.001141666666666667	0.001141666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.006849999999999999	0.05479999999999999	0.3995833333333333
system_01	annotation_02	assort_z	3.197970692530586	2.40327811625873	1.611955926272669	1.068882091621294	0.6901015558147321	0.33904134079603	0.05101125559422395	-0.202976071986914	-0.4113162190585484	-0.6337035034214676	-0.8374392394406387	-1.015337628007635	-1.141228868295034	-1.236040064299906	-1.270425408785551	-1.243297092790237	-1.21337874308921	-1.107568529731966	-0.9579395689018462
system_01	annotation_02	assort_p_fdr	0.008752777777777778	0.05708333333333333	0.3402166666666667	0.8756583333333333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7061208333333333	0.6761520833333333	0.7215333333333334	0.76634375	0.9070541666666667	1.0
system_01	annotation_05	assort_z	5.702294015461785	4.420954190942944	3.230473483693331	2.463545238212111	1.994633363785583	1.636001679342385	1.30441704996603	0.9473194461254049	0.5815634408886482	0.2015986794497755	-0.1836304795317595	-0.5818576135095679	-0.9391175275407995	-1.24365855667466	-1.509166321539296	-1.675710117611216	-1.806697065609574	-1.873422383389504	-1.671804163989983
system_01	annotation_05	assort_p_fdr	0.0	0.002283333333333333	0.01255833333333333	0.05784444444444444	0.1548861111111111	0.3858833333333334	0.9586194444444445	1.0	1.0	1.0	1.0	1.0	1.0	0.7061208333333333	0.6761520833333333	0.5428625	0.393875	0.3230916666666666	0.4612333333333333
system_01	annotation_06	assort_z	3.645751528253349	3.50360759211065	3.101325785797107	2.63992270120297	2.197208071412556	1.685656463396735	1.184067217339242	0.7031466730532882	0.3025123736102487	-0.06593675904024422	-0.3806778409854133	-0.631908014533401	-0.8173391362141594	-0.9710426709138996	-1.044399125199205	-1.025764277192305	-0.9381482285856368	-0.7740891509564369	-0.5640112194377547
system_01	annotation_06	assort_p_fdr	0.003425	0.003995833333333333	0.01255833333333333	0.05422916666666666	0.1548861111111111	0.3858833333333334	0.9586194444444445	1.0	1.0	1.0	1.0	1.0	1.0	0.87543	0.7982533333333334	0.82611	0.9320566666666666	1.0	1.0
system_02	annotation_04	assort_z	0.01880291767915928	0.1907602807822719	0.1132851663305414	0.009868811130397507	0.02040701094795751	-0.08729314864399226	-0.04825491914379666	-0.1763747156740847	-0.2115920910099729	-0.333108446584798	-0.4917574288107783	-0.863016913142884	-1.247663443705693	-1.712523817546906	-2.035739586644312	-1.832018154271029	-1.614594422634559	-1.107257906229943	-0.439112965415724
system_02	annotation_04	assort_p_fdr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.592525	0.2614416666666667	0.09772666666666666	0.1557233333333333	0.2516233333333333	0.6489233333333333	1.0
