region_index	mean_homophily	node_strength	mean_connection_distance
0	0.5480615551624163	17.15042214052729	37.27529247968646
1	0.4069220704284442	8.566232586050917	26.44054956126701
2	1.013215354316501	10.00584111529971	29.44393474433877
3	0.9831824333660654	25.69529779151888	38.44040582537914
4	0.6916825375715839	12.35306678379493	27.97595294179584
5	0.5385142160420804	13.26406834910383	28.64237471854745
6	0.6012152840398816	10.32735205310011	28.82652754219863
7	0.91972562525568	16.05545453523242	32.24349430825076
8	0.7676726926510501	13.7286390064703	39.90359874463061
9	0.6220425319740279	12.85086859414451	26.50531871107832
10	0.9417932557827517	10.98544684453251	30.4930828362889
11	0.8584474545408607	21.13306783434405	44.15665755459714
12	0.7890203545509825	17.37554615635378	29.25110044089903
13	0.6883905962033703	9.242455845519844	24.27716865140444
14	0.9343084968675843	14.91553485154767	56.21238703513126
15	0.7508209750728408	17.75240970018926	36.60116060859743
16	0.8333598356740878	12.41171828723777	44.37913375163232
17	0.7832194186998588	16.85030307009635	26.71057053737769
18	0.7488495014444229	6.237455128282827	27.43597716473943
19	0.9784802508935605	9.790821523041473	69.73884505574202
20	0.8035452357102489	13.08903054704426	31.41822187182157
21	0.7640578131775231	17.89012031539527	52.59064241355716
22	0.6231765554389066	9.817204627512039	29.67753281213012
23	0.820097905562554	14.22900405431588	51.94530805696184
24	0.9085874576211633	10.98386448447865	37.95454832263574
25	0.7743395771708825	6.332754802834576	15.98920318491731
26	0.7927666213454841	9.105307860465574	30.80257705579255
27	0.8969399315900046	16.53819183520609	22.71555460732896
28	0.8593176653674105	21.08394032443796	41.96995259643353
29	0.7503402764096796	12.85318674078268	30.00463199507951
30	0.8367043457050596	15.66293501649577	39.76164834387277
31	1.219757817175059	12.34591421957671	28.21312749280576
32	0.3079045229216764	5.494497181019851	15.31149147442982
33	1.018274275665997	10.2704927301924	16.97228945714728
34	1.076017677336894	16.7969427613131	30.07410430200913
35	0.5477059443472179	9.391322817905815	30.1129184975185
36	0.7218528586356342	8.998778128821519	31.19672206060638
37	0.9517788963938757	6.851584798644355	18.45503081972388
38	1.505737263455349	12.6477366263708	20.67303037217881
39	0.8445177671183056	16.92785007552086	42.12629634774828
40	0.94375245361828	17.80626153344421	24.18934378100378
41	0.9646472217071592	20.02439771528376	27.37715334755976
42	0.7502744590707964	12.67255246390086	24.49413940476049
43	1.123563084602662	12.39716865784725	19.02359844841137
44	1.23925496777261	9.017308208382365	20.27944887096094
45	0.4726721611460975	11.48976074806817	33.89231392797858
46	0.5139458025666883	8.11106367135014	17.0156243443863
47	0.6430442942995034	17.57504449488743	40.0255411300361
48	0.6978138772983055	20.29977988938717	39.37829052760802
